zipcode,number_full_owner_operators,number_high_sales_farms,number_large_farms,number_low_sales_farms,number_medium_farms,number_medium_sales_farms,number_part_owner_operators,number_small_farms,number_tenant_operators,total_farms_harvesting,total_farms_selling,total_full_time_farmers,pct_small_farms,pct_medium_farms,pct_large_farms,pct_low_sales_farms,pct_medium_sales_farms,pct_high_sales_farms,total_operators,pct_full_owner_operators,pct_part_owner_operators,pct_tenant_operators,pct_full_time_farmers
12487,15.0,0.0,0.0,17.0,0.0,0.0,2.0,8.0,0.0,8.0,17.0,20.0,1.0,0.0,0.0,1.0,0.0,0.0,17.0,0.8823529411764706,0.11764705882352941,0.0,1.1764705882352942
12489,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
12494,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666
12496,7.0,0.0,0.0,9.0,0.0,0.0,2.0,4.0,0.0,4.0,9.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,0.7777777777777778,0.2222222222222222,0.0,1.3333333333333333
12498,10.0,0.0,0.0,6.0,0.0,4.0,0.0,4.0,0.0,4.0,10.0,19.0,1.0,0.0,0.0,0.6,0.4,0.0,10.0,1.0,0.0,0.0,1.9
12501,19.0,2.0,2.0,22.0,8.0,6.0,9.0,11.0,2.0,21.0,30.0,38.0,0.5238095238095238,0.38095238095238093,0.09523809523809523,0.7333333333333333,0.2,0.06666666666666667,30.0,0.6333333333333333,0.3,0.06666666666666667,1.2666666666666666
12502,4.0,0.0,0.0,4.0,4.0,1.0,0.0,1.0,1.0,5.0,5.0,6.0,0.2,0.8,0.0,0.8,0.2,0.0,5.0,0.8,0.0,0.2,1.2
12503,6.0,1.0,0.0,12.0,5.0,0.0,7.0,5.0,0.0,10.0,13.0,12.0,0.5,0.5,0.0,0.9230769230769231,0.0,0.07692307692307693,13.0,0.46153846153846156,0.5384615384615384,0.0,0.9230769230769231
12504,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0
12508,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,0.5,0.5,0.0,2.0,0.5,0.0,0.5,1.5
12513,8.0,1.0,0.0,6.0,2.0,2.0,1.0,7.0,0.0,9.0,9.0,11.0,0.7777777777777778,0.2222222222222222,0.0,0.6666666666666666,0.2222222222222222,0.1111111111111111,9.0,0.8888888888888888,0.1111111111111111,0.0,1.2222222222222223
12514,20.0,0.0,0.0,25.0,5.0,5.0,8.0,10.0,2.0,15.0,30.0,17.0,0.6666666666666666,0.3333333333333333,0.0,0.8333333333333334,0.16666666666666666,0.0,30.0,0.6666666666666666,0.26666666666666666,0.06666666666666667,0.5666666666666667
12515,6.0,4.0,1.0,4.0,5.0,2.0,4.0,4.0,0.0,10.0,10.0,17.0,0.4,0.5,0.1,0.4,0.2,0.4,10.0,0.6,0.4,0.0,1.7
12516,6.0,3.0,0.0,14.0,8.0,2.0,4.0,5.0,9.0,13.0,19.0,12.0,0.38461538461538464,0.6153846153846154,0.0,0.7368421052631579,0.10526315789473684,0.15789473684210525,19.0,0.3157894736842105,0.21052631578947367,0.47368421052631576,0.631578947368421
12517,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0
12518,6.0,1.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,6.0,5.0,1.0,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666,6.0,1.0,0.0,0.0,0.8333333333333334
12521,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,5.0,6.0,0.5,0.25,0.25,0.6,0.2,0.2,5.0,0.6,0.2,0.2,1.2
12522,7.0,0.0,0.0,7.0,7.0,6.0,6.0,6.0,0.0,13.0,13.0,9.0,0.46153846153846156,0.5384615384615384,0.0,0.5384615384615384,0.46153846153846156,0.0,13.0,0.5384615384615384,0.46153846153846156,0.0,0.6923076923076923
12523,14.0,3.0,0.0,16.0,6.0,3.0,6.0,13.0,2.0,19.0,22.0,17.0,0.6842105263157895,0.3157894736842105,0.0,0.7272727272727273,0.13636363636363635,0.13636363636363635,22.0,0.6363636363636364,0.2727272727272727,0.09090909090909091,0.7727272727272727
12524,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
12525,13.0,8.0,0.0,5.0,5.0,7.0,4.0,4.0,3.0,9.0,20.0,32.0,0.4444444444444444,0.5555555555555556,0.0,0.25,0.35,0.4,20.0,0.65,0.2,0.15,1.6
12526,41.0,4.0,1.0,46.0,12.0,7.0,9.0,20.0,7.0,33.0,57.0,36.0,0.6060606060606061,0.36363636363636365,0.030303030303030304,0.8070175438596491,0.12280701754385964,0.07017543859649122,57.0,0.7192982456140351,0.15789473684210525,0.12280701754385964,0.631578947368421
12528,23.0,1.0,0.0,26.0,7.0,4.0,8.0,19.0,0.0,26.0,31.0,26.0,0.7307692307692307,0.2692307692307692,0.0,0.8387096774193549,0.12903225806451613,0.03225806451612903,31.0,0.7419354838709677,0.25806451612903225,0.0,0.8387096774193549
12529,15.0,1.0,1.0,19.0,0.0,0.0,3.0,11.0,2.0,12.0,20.0,24.0,0.9166666666666666,0.0,0.08333333333333333,0.95,0.0,0.05,20.0,0.75,0.15,0.1,1.2
12531,9.0,0.0,0.0,7.0,1.0,2.0,0.0,0.0,0.0,1.0,9.0,7.0,0.0,1.0,0.0,0.7777777777777778,0.2222222222222222,0.0,9.0,1.0,0.0,0.0,0.7777777777777778
12533,12.0,5.0,0.0,12.0,2.0,0.0,5.0,9.0,0.0,11.0,17.0,25.0,0.8181818181818182,0.18181818181818182,0.0,0.7058823529411765,0.0,0.29411764705882354,17.0,0.7058823529411765,0.29411764705882354,0.0,1.4705882352941178
12534,59.0,10.0,2.0,48.0,13.0,11.0,10.0,38.0,0.0,53.0,69.0,75.0,0.7169811320754716,0.24528301886792453,0.03773584905660377,0.6956521739130435,0.15942028985507245,0.14492753623188406,69.0,0.855072463768116,0.14492753623188406,0.0,1.0869565217391304
12538,28.0,0.0,0.0,27.0,3.0,2.0,1.0,6.0,0.0,9.0,29.0,18.0,0.6666666666666666,0.3333333333333333,0.0,0.9310344827586207,0.06896551724137931,0.0,29.0,0.9655172413793104,0.034482758620689655,0.0,0.6206896551724138
12540,18.0,0.0,0.0,23.0,7.0,2.0,1.0,8.0,6.0,15.0,25.0,20.0,0.5333333333333333,0.4666666666666667,0.0,0.92,0.08,0.0,25.0,0.72,0.04,0.24,0.8
12542,17.0,9.0,0.0,6.0,9.0,7.0,5.0,13.0,0.0,22.0,22.0,39.0,0.5909090909090909,0.4090909090909091,0.0,0.2727272727272727,0.3181818181818182,0.4090909090909091,22.0,0.7727272727272727,0.22727272727272727,0.0,1.7727272727272727
12545,51.0,7.0,0.0,40.0,14.0,14.0,6.0,26.0,4.0,40.0,61.0,94.0,0.65,0.35,0.0,0.6557377049180327,0.22950819672131148,0.11475409836065574,61.0,0.8360655737704918,0.09836065573770492,0.06557377049180328,1.540983606557377
12546,8.0,5.0,3.0,8.0,17.0,12.0,9.0,1.0,8.0,21.0,25.0,42.0,0.047619047619047616,0.8095238095238095,0.14285714285714285,0.32,0.48,0.2,25.0,0.32,0.36,0.32,1.68
12547,22.0,12.0,0.0,17.0,12.0,0.0,7.0,17.0,0.0,29.0,29.0,46.0,0.5862068965517241,0.41379310344827586,0.0,0.5862068965517241,0.0,0.41379310344827586,29.0,0.7586206896551724,0.2413793103448276,0.0,1.5862068965517242
12548,3.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,4.0,4.0,1.0,0.25,0.75,0.0,0.75,0.0,0.25,4.0,0.75,0.0,0.25,0.25
12549,44.0,7.0,1.0,49.0,11.0,2.0,11.0,19.0,3.0,31.0,58.0,58.0,0.6129032258064516,0.3548387096774194,0.03225806451612903,0.8448275862068966,0.034482758620689655,0.1206896551724138,58.0,0.7586206896551724,0.1896551724137931,0.05172413793103448,1.0
12550,21.0,2.0,0.0,18.0,0.0,2.0,1.0,8.0,0.0,8.0,22.0,31.0,1.0,0.0,0.0,0.8181818181818182,0.09090909090909091,0.09090909090909091,22.0,0.9545454545454546,0.045454545454545456,0.0,1.4090909090909092
12553,0.0,0.0,0.0,6.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0
12561,34.0,5.0,0.0,32.0,6.0,5.0,6.0,30.0,2.0,36.0,42.0,43.0,0.8333333333333334,0.16666666666666666,0.0,0.7619047619047619,0.11904761904761904,0.11904761904761904,42.0,0.8095238095238095,0.14285714285714285,0.047619047619047616,1.0238095238095237
12563,8.0,1.0,0.0,7.0,0.0,4.0,4.0,8.0,0.0,8.0,12.0,21.0,1.0,0.0,0.0,0.5833333333333334,0.3333333333333333,0.08333333333333333,12.0,0.6666666666666666,0.3333333333333333,0.0,1.75
12564,24.0,4.0,0.0,24.0,7.0,3.0,4.0,11.0,3.0,18.0,31.0,24.0,0.6111111111111112,0.3888888888888889,0.0,0.7741935483870968,0.0967741935483871,0.12903225806451613,31.0,0.7741935483870968,0.12903225806451613,0.0967741935483871,0.7741935483870968
12565,2.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.6666666666666666,0.0,0.3333333333333333,1.0
12566,26.0,3.0,0.0,26.0,5.0,6.0,8.0,19.0,1.0,24.0,35.0,44.0,0.7916666666666666,0.20833333333333334,0.0,0.7428571428571429,0.17142857142857143,0.08571428571428572,35.0,0.7428571428571429,0.22857142857142856,0.02857142857142857,1.2571428571428571
12567,16.0,4.0,1.0,13.0,4.0,17.0,15.0,7.0,3.0,12.0,34.0,38.0,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.38235294117647056,0.5,0.11764705882352941,34.0,0.47058823529411764,0.4411764705882353,0.08823529411764706,1.1176470588235294
12569,23.0,2.0,0.0,25.0,6.0,5.0,9.0,7.0,0.0,13.0,32.0,30.0,0.5384615384615384,0.46153846153846156,0.0,0.78125,0.15625,0.0625,32.0,0.71875,0.28125,0.0,0.9375
12570,15.0,0.0,0.0,15.0,1.0,1.0,1.0,3.0,0.0,4.0,16.0,9.0,0.75,0.25,0.0,0.9375,0.0625,0.0,16.0,0.9375,0.0625,0.0,0.5625
12571,29.0,8.0,0.0,24.0,6.0,2.0,2.0,23.0,3.0,29.0,34.0,28.0,0.7931034482758621,0.20689655172413793,0.0,0.7058823529411765,0.058823529411764705,0.23529411764705882,34.0,0.8529411764705882,0.058823529411764705,0.08823529411764706,0.8235294117647058
12572,37.0,0.0,0.0,40.0,15.0,11.0,12.0,27.0,2.0,42.0,51.0,42.0,0.6428571428571429,0.35714285714285715,0.0,0.7843137254901961,0.21568627450980393,0.0,51.0,0.7254901960784313,0.23529411764705882,0.0392156862745098,0.8235294117647058
12575,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,2.0,1.0,0.0,0.0,0.0
12577,4.0,0.0,0.0,6.0,2.0,0.0,2.0,4.0,0.0,6.0,6.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,0.0,6.0,0.6666666666666666,0.3333333333333333,0.0,0.0
12578,13.0,1.0,0.0,20.0,8.0,0.0,7.0,0.0,1.0,8.0,21.0,17.0,0.0,1.0,0.0,0.9523809523809523,0.0,0.047619047619047616,21.0,0.6190476190476191,0.3333333333333333,0.047619047619047616,0.8095238095238095
12580,8.0,1.0,0.0,7.0,0.0,6.0,6.0,9.0,0.0,9.0,14.0,13.0,1.0,0.0,0.0,0.5,0.42857142857142855,0.07142857142857142,14.0,0.5714285714285714,0.42857142857142855,0.0,0.9285714285714286
12581,8.0,2.0,0.0,10.0,2.0,1.0,5.0,6.0,0.0,8.0,13.0,18.0,0.75,0.25,0.0,0.7692307692307693,0.07692307692307693,0.15384615384615385,13.0,0.6153846153846154,0.38461538461538464,0.0,1.3846153846153846
12582,10.0,0.0,0.0,9.0,1.0,1.0,0.0,3.0,0.0,4.0,10.0,4.0,0.75,0.25,0.0,0.9,0.1,0.0,10.0,1.0,0.0,0.0,0.4
12583,9.0,2.0,1.0,10.0,5.0,3.0,5.0,6.0,1.0,12.0,15.0,8.0,0.5,0.4166666666666667,0.08333333333333333,0.6666666666666666,0.2,0.13333333333333333,15.0,0.6,0.3333333333333333,0.06666666666666667,0.5333333333333333
12585,9.0,1.0,1.0,3.0,1.0,6.0,1.0,6.0,0.0,8.0,10.0,17.0,0.75,0.125,0.125,0.3,0.6,0.1,10.0,0.9,0.1,0.0,1.7
12586,38.0,2.0,1.0,30.0,4.0,11.0,4.0,20.0,1.0,25.0,43.0,45.0,0.8,0.16,0.04,0.6976744186046512,0.2558139534883721,0.046511627906976744,43.0,0.8837209302325582,0.09302325581395349,0.023255813953488372,1.0465116279069768
12589,51.0,3.0,1.0,51.0,8.0,8.0,5.0,22.0,6.0,31.0,62.0,59.0,0.7096774193548387,0.25806451612903225,0.03225806451612903,0.8225806451612904,0.12903225806451613,0.04838709677419355,62.0,0.8225806451612904,0.08064516129032258,0.0967741935483871,0.9516129032258065
12590,32.0,0.0,0.0,32.0,2.0,3.0,2.0,8.0,1.0,10.0,35.0,35.0,0.8,0.2,0.0,0.9142857142857143,0.08571428571428572,0.0,35.0,0.9142857142857143,0.05714285714285714,0.02857142857142857,1.0
12592,6.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,0.0,4.0,6.0,3.0,0.5,0.5,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.5
12594,2.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,1.0,6.0,6.0,10.0,0.5,0.5,0.0,0.5,0.5,0.0,6.0,0.3333333333333333,0.5,0.16666666666666666,1.6666666666666667
12601,4.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,5.0,2.0,9.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,0.4444444444444444,0.0,0.5555555555555556,0.5555555555555556
12603,17.0,1.0,0.0,23.0,0.0,0.0,6.0,10.0,1.0,10.0,24.0,9.0,1.0,0.0,0.0,0.9583333333333334,0.0,0.041666666666666664,24.0,0.7083333333333334,0.25,0.041666666666666664,0.375
12701,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0
12720,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
12721,20.0,0.0,0.0,22.0,2.0,2.0,2.0,4.0,2.0,6.0,24.0,26.0,0.6666666666666666,0.3333333333333333,0.0,0.9166666666666666,0.08333333333333333,0.0,24.0,0.8333333333333334,0.08333333333333333,0.08333333333333333,1.0833333333333333
12723,21.0,2.0,0.0,26.0,10.0,1.0,7.0,12.0,1.0,22.0,29.0,22.0,0.5454545454545454,0.45454545454545453,0.0,0.896551724137931,0.034482758620689655,0.06896551724137931,29.0,0.7241379310344828,0.2413793103448276,0.034482758620689655,0.7586206896551724
12724,6.0,0.0,0.0,8.0,8.0,4.0,6.0,4.0,0.0,12.0,12.0,8.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,12.0,0.5,0.5,0.0,0.6666666666666666
12725,2.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,2.0,4.0,5.0,0.5,0.5,0.0,0.75,0.25,0.0,4.0,0.5,0.5,0.0,1.25
12726,11.0,0.0,0.0,13.0,2.0,0.0,2.0,3.0,0.0,5.0,13.0,9.0,0.6,0.4,0.0,1.0,0.0,0.0,13.0,0.8461538461538461,0.15384615384615385,0.0,0.6923076923076923
12729,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0
12734,12.0,3.0,0.0,14.0,5.0,2.0,6.0,5.0,1.0,10.0,19.0,27.0,0.5,0.5,0.0,0.7368421052631579,0.10526315789473684,0.15789473684210525,19.0,0.631578947368421,0.3157894736842105,0.05263157894736842,1.4210526315789473
12736,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
12737,1.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,3.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666
12738,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
12740,13.0,1.0,1.0,15.0,3.0,4.0,7.0,4.0,0.0,8.0,20.0,12.0,0.5,0.375,0.125,0.75,0.2,0.05,20.0,0.65,0.35,0.0,0.6
12741,1.0,0.0,0.0,4.0,4.0,0.0,3.0,0.0,0.0,4.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.25,0.75,0.0,0.75
12745,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0
12747,2.0,0.0,0.0,8.0,0.0,0.0,6.0,6.0,0.0,6.0,8.0,22.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,0.25,0.75,0.0,2.75
12748,23.0,4.0,0.0,27.0,8.0,2.0,9.0,5.0,1.0,13.0,33.0,28.0,0.38461538461538464,0.6153846153846154,0.0,0.8181818181818182,0.06060606060606061,0.12121212121212122,33.0,0.696969696969697,0.2727272727272727,0.030303030303030304,0.8484848484848485
12750,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0
12752,2.0,0.0,0.0,4.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,4.0,0.5,0.5,0.0,1.0,0.0,0.0,4.0,0.5,0.5,0.0,1.0
12754,17.0,0.0,0.0,19.0,7.0,1.0,1.0,4.0,2.0,11.0,20.0,22.0,0.36363636363636365,0.6363636363636364,0.0,0.95,0.05,0.0,20.0,0.85,0.05,0.1,1.1
12758,25.0,1.0,0.0,38.0,8.0,4.0,15.0,19.0,3.0,27.0,43.0,35.0,0.7037037037037037,0.2962962962962963,0.0,0.8837209302325582,0.09302325581395349,0.023255813953488372,43.0,0.5813953488372093,0.3488372093023256,0.06976744186046512,0.813953488372093
12760,4.0,0.0,0.0,9.0,3.0,1.0,6.0,4.0,0.0,7.0,10.0,10.0,0.5714285714285714,0.42857142857142855,0.0,0.9,0.1,0.0,10.0,0.4,0.6,0.0,1.0
12762,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
12763,4.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0
12764,6.0,0.0,0.0,8.0,4.0,2.0,4.0,6.0,0.0,10.0,10.0,6.0,0.6,0.4,0.0,0.8,0.2,0.0,10.0,0.6,0.4,0.0,0.6
12765,2.0,1.0,3.0,6.0,0.0,1.0,3.0,5.0,3.0,8.0,8.0,7.0,0.625,0.0,0.375,0.75,0.125,0.125,8.0,0.25,0.375,0.375,0.875
12766,9.0,0.0,0.0,9.0,1.0,1.0,1.0,9.0,0.0,10.0,10.0,6.0,0.9,0.1,0.0,0.9,0.1,0.0,10.0,0.9,0.1,0.0,0.6
12767,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
12768,5.0,0.0,0.0,9.0,3.0,1.0,5.0,3.0,0.0,6.0,10.0,9.0,0.5,0.5,0.0,0.9,0.1,0.0,10.0,0.5,0.5,0.0,0.9
12771,28.0,2.0,0.0,24.0,7.0,5.0,1.0,22.0,2.0,29.0,31.0,21.0,0.7586206896551724,0.2413793103448276,0.0,0.7741935483870968,0.16129032258064516,0.06451612903225806,31.0,0.9032258064516129,0.03225806451612903,0.06451612903225806,0.6774193548387096
12775,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
12776,13.0,0.0,0.0,17.0,2.0,0.0,4.0,9.0,0.0,11.0,17.0,5.0,0.8181818181818182,0.18181818181818182,0.0,1.0,0.0,0.0,17.0,0.7647058823529411,0.23529411764705882,0.0,0.29411764705882354
12779,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
12783,3.0,1.0,2.0,5.0,3.0,2.0,5.0,3.0,0.0,8.0,8.0,7.0,0.375,0.375,0.25,0.625,0.25,0.125,8.0,0.375,0.625,0.0,0.875
12786,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
12787,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
12788,3.0,0.0,0.0,4.0,1.0,0.0,1.0,3.0,0.0,4.0,4.0,6.0,0.75,0.25,0.0,1.0,0.0,0.0,4.0,0.75,0.25,0.0,1.5
12789,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0
12790,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,1.4
12791,4.0,0.0,0.0,8.0,3.0,1.0,5.0,2.0,0.0,5.0,9.0,9.0,0.4,0.6,0.0,0.8888888888888888,0.1111111111111111,0.0,9.0,0.4444444444444444,0.5555555555555556,0.0,1.0
13731,12.0,0.0,0.0,14.0,13.0,2.0,3.0,2.0,1.0,15.0,16.0,33.0,0.13333333333333333,0.8666666666666667,0.0,0.875,0.125,0.0,16.0,0.75,0.1875,0.0625,2.0625
13755,3.0,1.0,2.0,4.0,0.0,1.0,3.0,2.0,0.0,4.0,6.0,3.0,0.5,0.0,0.5,0.6666666666666666,0.16666666666666666,0.16666666666666666,6.0,0.5,0.5,0.0,0.5
13756,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0
13774,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0
13783,4.0,0.0,0.0,7.0,3.0,0.0,3.0,4.0,0.0,7.0,7.0,7.0,0.5714285714285714,0.42857142857142855,0.0,1.0,0.0,0.0,7.0,0.5714285714285714,0.42857142857142855,0.0,1.0
13856,53.0,1.0,0.0,58.0,12.0,3.0,9.0,30.0,0.0,42.0,62.0,65.0,0.7142857142857143,0.2857142857142857,0.0,0.9354838709677419,0.04838709677419355,0.016129032258064516,62.0,0.8548387096774194,0.14516129032258066,0.0,1.0483870967741935
