state_alpha,unit_desc,watershed_desc,Value,load_time,statisticcat_desc,prodn_practice_desc,group_desc,begin_code,class_desc,reference_period_desc,county_code,short_desc,congr_district_code,end_code,sector_desc,state_fips_code,week_ending,domaincat_desc,util_practice_desc,country_code,year,commodity_desc,state_ansi,asd_desc,location_desc,agg_level_desc,county_name,county_ansi,freq_desc,watershed_code,domain_desc,country_name,zip_5,region_desc,state_name,asd_code,source_desc,CV_pct,var_name,description
NY,OPERATIONS,,14,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12431,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12431,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,4,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12432,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12432,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,2,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12433,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12433,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,5,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12440,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12440,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,3,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12442,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12442,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,6,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12443,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12443,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,1,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12444,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12444,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,13,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12446,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12446,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,1,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12449,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12449,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,7,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12451,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12451,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,2,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12452,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12452,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,1,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12453,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12453,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,6,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12455,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12455,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,1,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12456,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12456,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,9,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12458,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12458,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,1,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12460,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12460,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,6,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12461,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12461,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,4,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12463,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12463,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,16,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12468,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12468,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,10,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12469,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12469,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,2,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12470,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12470,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,28,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12477,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12477,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,2,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12481,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12481,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,1,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12482,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12482,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,10,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12484,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12484,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,1,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12486,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12486,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,9,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12487,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12487,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,1,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12489,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12489,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,2,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12494,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12494,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,3,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12496,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12496,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,2,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12498,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12498,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,21,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12501,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12501,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,8,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12502,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12502,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,13,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12503,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12503,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,1,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12504,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12504,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,3,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12508,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12508,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,3,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12513,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12513,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,10,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12514,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12514,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,7,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12515,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12515,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,17,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12516,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12516,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,1,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12517,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12517,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,3,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12518,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12518,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,11,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12521,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12521,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,7,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12522,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12522,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,13,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12523,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12523,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,11,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12525,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12525,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,42,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12526,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12526,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,17,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12528,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12528,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,26,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12529,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12529,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,17,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12533,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12533,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,58,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12534,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12534,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,2,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12538,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12538,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
NY,OPERATIONS,,4,2018-02-01 12:00:00.000,AREA,ALL PRODUCTION PRACTICES,FARMS & LAND & ASSETS,00,"CROPLAND, HARVESTED",YEAR,,"AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS",,00,ECONOMICS,36,,NOT SPECIFIED,ALL UTILIZATION PRACTICES,9000,2017,AG LAND,36,,12540,ZIP CODE,,,ANNUAL,00000000,TOTAL,UNITED STATES,12540,,NEW YORK,,CENSUS,,total_farms_harvesting,Total farm operations harvesting
