bg2010gj,bg2010ge,bg2020gj,bg2020ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G36008100863001,360810863001,G36008100863001,360810863001,1,1,1,1,1,1,1,1
G36008100863002,360810863002,G36008100863002,360810863002,1,1,1,1,1,1,1,1
G36008100863003,360810863003,G36008100863003,360810863003,1,1,1,1,1,1,1,1
G36008100863004,360810863004,G36008100863004,360810863004,1,1,1,1,1,1,1,1
G36008100864001,360810864001,G36008100864001,360810864001,1,1,1,1,1,1,1,1
G36008100864002,360810864002,G36008100864002,360810864002,1,1,1,1,1,1,1,1
G36008100865001,360810865001,G36008100865002,360810865002,0.5644872677,0.5895806861,0.6046728972,0.5398886827,0.647107438,0.6482919255,0.7597173145,0.6127292341
G36008100865001,360810865001,G36008100865003,360810865003,0.4355127323,0.4104193139,0.3953271028,0.4601113173,0.352892562,0.3517080745,0.2402826855,0.3872707659
G36008100865002,360810865002,G36008100865001,360810865001,1,1,1,1,1,1,1,1
G36008100869001,360810869001,G36008100869001,360810869001,1,1,1,1,1,1,1,1
G36008100869002,360810869002,G36008100869002,360810869002,1,1,1,1,1,1,1,1
G36008100871001,360810871001,G36008100871001,360810871001,0.5625320395,0.0448095594,0.0497017893,0.0343839542,0.0379241517,0.6257440476,0.125,0.0335429769
G36008100871001,360810871001,G36008100871002,360810871002,0.4374679605,0.9551904406,0.9502982107,0.9656160458,0.9620758483,0.3742559524,0.875,0.9664570231
G36008100871002,360810871002,G36008100871002,360810871002,1,1,1,1,1,1,1,1
G36008100884001,360810884001,G36008100884001,360810884001,1,1,1,1,1,1,1,1
G36008100884002,360810884002,G36008100884002,360810884002,1,1,1,1,1,1,1,1
G36008100884003,360810884003,G36008100884003,360810884003,1,1,1,1,1,1,1,1
G36008100884004,360810884004,G36008100884004,360810884004,1,1,1,1,1,1,1,1
G36008100884005,360810884005,G36008100884000,360810884000,0,0,0,0,0,0,0,0
G36008100884005,360810884005,G36008100884005,360810884005,1,1,1,1,1,1,1,1
G36008100884006,360810884006,G36008100884006,360810884006,1,1,1,1,1,1,1,1
G36008100884007,360810884007,G36008100884007,360810884007,1,1,1,1,1,1,1,1
G36008100884008,360810884008,G36008100884008,360810884008,1,1,1,1,1,1,1,1
G36008100889011,360810889011,G36008100889031,360810889031,1,1,1,1,1,1,1,1
G36008100889012,360810889012,G36008100889032,360810889032,1,1,1,1,1,1,1,1
G36008100889013,360810889013,G36008100889022,360810889022,0.2910994848,0.2393056417,0.2393282015,0.2149122807,0.2168508287,0.2865853659,0.0967741935,0.7407407407
G36008100889013,360810889013,G36008100889033,360810889033,0.7089005152,0.7606943583,0.7606717985,0.7850877193,0.7831491713,0.7134146341,0.9032258065,0.2592592593
G36008100889014,360810889014,G36008100889021,360810889021,1,1,1,1,1,1,1,1
G36008100889015,360810889015,G36008100889022,360810889022,1,1,1,1,1,1,1,1
G36008100889016,360810889016,G36008100889023,360810889023,1,1,1,1,1,1,1,1
G36008100889017,360810889017,G36008100889024,360810889024,1,1,1,1,1,1,1,1
G36008100892001,360810892001,G36008100892011,360810892011,1,1,1,1,1,1,1,1
G36008100892002,360810892002,G36008100892018,360810892018,0.1734554155,0.9953959484,0.9955406912,1,1,1,1,1
G36008100892002,360810892002,G36008100892021,360810892021,0.8265445845,0.0046040516,0.0044593088,0,0,0,0,0
G36008100892003,360810892003,G36008100892012,360810892012,1,1,1,1,1,1,1,1
G36008100892004,360810892004,G36008100892013,360810892013,1,1,1,1,1,1,1,1
G36008100892005,360810892005,G36008100892014,360810892014,1,1,1,1,1,1,1,1
G36008100892006,360810892006,G36008100892015,360810892015,1,1,1,1,1,1,1,1
G36008100892007,360810892007,G36008100892016,360810892016,1,1,1,1,1,1,1,1
G36008100892008,360810892008,G36008100892017,360810892017,1,1,1,1,1,1,1,1
G36008100907000,360810907000,G36008100907000,360810907000,1,1,1,1,1,1,1,1
G36008100907001,360810907001,G36008100907001,360810907001,1,1,1,1,1,1,1,1
G36008100916010,360810916010,G36008100916030,360810916030,0.562152191,0.562152191,0.562152191,0.562152191,0.562152191,0.562152191,0.562152191,0.562152191
G36008100916010,360810916010,G36008100916040,360810916040,0.437847809,0.437847809,0.437847809,0.437847809,0.437847809,0.437847809,0.437847809,0.437847809
G36008100916011,360810916011,G36008100916031,360810916031,0.0399978087,0,0,0,0,0,0,0
G36008100916011,360810916011,G36008100916036,360810916036,0.1391164563,1,1,1,1,1,1,1
G36008100916011,360810916011,G36008100916041,360810916041,0.8208857351,0,0,0,0,0,0,0
G36008100916012,360810916012,G36008100916035,360810916035,1,1,1,1,1,1,1,1
G36008100916013,360810916013,G36008100916034,360810916034,1,1,1,1,1,1,1,1
G36008100916014,360810916014,G36008100916030,360810916030,0,0,0,0,0,0,0,0
G36008100916014,360810916014,G36008100916032,360810916032,0.3853658325,0.4938596491,0.4857819905,0.4967741935,0.4718614719,0.4842105263,0.4714912281,0.5
G36008100916014,360810916014,G36008100916033,360810916033,0.3290672376,0,0,0,0,0,0,0
G36008100916014,360810916014,G36008100916034,360810916034,0.2855669299,0.5061403509,0.5142180095,0.5032258065,0.5281385281,0.5157894737,0.5285087719,0.5
G36008100916020,360810916020,G36008100916020,360810916020,1,1,1,1,1,1,1,1
G36008100916021,360810916021,G36008100916021,360810916021,1,1,1,1,1,1,1,1
G36008100918000,360810918000,G36008100918000,360810918000,1,1,1,1,1,1,1,1
G36008100918001,360810918001,G36008100918001,360810918001,0.9996317193,1,1,1,1,1,1,1
G36008100918001,360810918001,G36008100922003,360810922003,0.0003682807,0,0,0,0,0,0,0
G36008100919000,360810919000,G36008100919000,360810919000,1,1,1,1,1,1,1,1
G36008100919001,360810919001,G36008100919001,360810919001,1,1,1,1,1,1,1,1
G36008100919002,360810919002,G36008100919002,360810919002,1,1,1,1,1,1,1,1
G36008100919003,360810919003,G36008100919003,360810919003,1,1,1,1,1,1,1,1
G36008100922000,360810922000,G36008100918000,360810918000,0.0009533814,0.0009533814,0.0009533814,0.0009533814,0.0009533814,0.0009533814,0.0009533814,0.0009533814
G36008100922000,360810922000,G36008100922000,360810922000,0.9990466186,0.9990466186,0.9990466186,0.9990466186,0.9990466186,0.9990466186,0.9990466186,0.9990466186
G36008100922001,360810922001,G36008100922001,360810922001,1,1,1,1,1,1,1,1
G36008100922002,360810922002,G36008100922002,360810922002,1,1,1,1,1,1,1,1
G36008100922003,360810922003,G36008100922003,360810922003,1,1,1,1,1,1,1,1
G36008100925001,360810925001,G36008100925001,360810925001,1,1,1,1,1,1,1,1
G36008100925002,360810925002,G36008100925002,360810925002,1,1,1,1,1,1,1,1
G36008100925003,360810925003,G36008100925003,360810925003,1,1,1,1,1,1,1,1
G36008100928000,360810928000,G36008100928000,360810928000,1,1,1,1,1,1,1,1
G36008100928001,360810928001,G36008100928001,360810928001,1,1,1,1,1,1,1,1
G36008100928002,360810928002,G36008100928002,360810928002,1,1,1,1,1,1,1,1
G36008100928003,360810928003,G36008100928003,360810928003,1,1,1,1,1,1,1,1
G36008100929000,360810929000,G36008100929000,360810929000,1,1,1,1,1,1,1,1
G36008100929001,360810929001,G36008100929001,360810929001,0.5236224247,0.2532674993,0.2504624491,0.264573991,0.252151463,0.2502017756,0.2489208633,0.2569593148
G36008100929001,360810929001,G36008100929005,360810929005,0.4763775753,0.7467325007,0.7495375509,0.735426009,0.747848537,0.7497982244,0.7510791367,0.7430406852
G36008100929002,360810929002,G36008100929002,360810929002,1,1,1,1,1,1,1,1
G36008100929003,360810929003,G36008100929004,360810929004,1,1,1,1,1,1,1,1
G36008100929004,360810929004,G36008100929003,360810929003,1,1,1,1,1,1,1,1
G36008100934010,360810934010,G36008100934010,360810934010,1,1,1,1,1,1,1,1
G36008100934011,360810934011,G36008100934011,360810934011,1,1,1,1,1,1,1,1
G36008100934012,360810934012,G36008100934012,360810934012,1,1,1,1,1,1,1,1
G36008100934013,360810934013,G36008100934013,360810934013,1,1,1,1,1,1,1,1
G36008100934020,360810934020,G36008100934020,360810934020,1,1,1,1,1,1,1,1
G36008100934021,360810934021,G36008100934021,360810934021,1,1,1,1,1,1,1,1
G36008100934022,360810934022,G36008100934022,360810934022,1,1,1,1,1,1,1,1
G36008100934023,360810934023,G36008100934023,360810934023,1,1,1,1,1,1,1,1
G36008100938000,360810938000,G36008100938000,360810938000,1,1,1,1,1,1,1,1
G36008100938001,360810938001,G36008100938001,360810938001,1,1,1,1,1,1,1,1
G36008100938002,360810938002,G36008100938002,360810938002,1,1,1,1,1,1,1,1
G36008100938003,360810938003,G36008100938003,360810938003,1,1,1,1,1,1,1,1
G36008100939000,360810939000,G36008100939000,360810939000,1,1,1,1,1,1,1,1
G36008100939001,360810939001,G36008100939001,360810939001,1,1,1,1,1,1,1,1
G36008100939002,360810939002,G36008100939002,360810939002,1,1,1,1,1,1,1,1
G36008100939003,360810939003,G36008100939003,360810939003,1,1,1,1,1,1,1,1
G36008100942010,360810942010,G36008100942010,360810942010,1,1,1,1,1,1,1,1
G36008100942011,360810942011,G36008100942011,360810942011,0.6272696927,0.6464497041,0.6583432422,0.6179066835,0.6109682948,0.6477187734,0.8518518519,0.5384615385
G36008100942011,360810942011,G36008100942012,360810942012,0.3727303073,0.3535502959,0.3416567578,0.3820933165,0.3890317052,0.3522812266,0.1481481481,0.4615384615
G36008100942020,360810942020,G36008100942020,360810942020,1,1,1,1,1,1,1,1
G36008100942021,360810942021,G36008100942022,360810942022,0.2714786193,0.7296052632,0.7066854991,0.7330873309,0.6999140155,0.6908939014,0.4153005464,0.8306148055
G36008100942021,360810942021,G36008100942023,360810942023,0.7285213807,0.2703947368,0.2933145009,0.2669126691,0.3000859845,0.3091060986,0.5846994536,0.1693851945
G36008100942022,360810942022,G36008100942021,360810942021,1,1,1,1,1,1,1,1
G36008100942030,360810942030,G36008100942030,360810942030,1,1,1,1,1,1,1,1
G36008100942031,360810942031,G36008100942031,360810942031,1,1,1,1,1,1,1,1
G36008100942032,360810942032,G36008100942032,360810942032,1,1,1,1,1,1,1,1
G36008100942033,360810942033,G36008100942033,360810942033,1,1,1,1,1,1,1,1
G36008100942034,360810942034,G36008100942034,360810942034,1,1,1,1,1,1,1,1
G36008100942035,360810942035,G36008100942035,360810942035,1,1,1,1,1,1,1,1
G36008100945000,360810945000,G36008100945000,360810945000,1,1,1,1,1,1,1,1
G36008100945001,360810945001,G36008100945001,360810945001,1,1,1,1,1,1,1,1
G36008100945002,360810945002,G36008100945002,360810945002,1,1,1,1,1,1,1,1
G36008100947001,360810947001,G36008100947001,360810947001,1,1,1,1,1,1,1,1
G36008100947002,360810947002,G36008100947002,360810947002,1,1,1,1,1,1,1,1
G36008100954000,360810954000,G36008100954000,360810954000,1,1,1,1,1,1,1,1
G36008100954001,360810954001,G36008100954001,360810954001,1,1,1,1,1,1,1,1
G36008100954002,360810954002,G36008100954002,360810954002,1,1,1,1,1,1,1,1
G36008100954003,360810954003,G36008100954003,360810954003,1,1,1,1,1,1,1,1
G36008100964000,360810964000,G36008100964000,360810964000,1,1,1,1,1,1,1,1
G36008100964001,360810964001,G36008100964001,360810964001,1,1,1,1,1,1,1,1
G36008100964002,360810964002,G36008100964002,360810964002,1,1,1,1,1,1,1,1
G36008100972020,360810972020,G36008100972020,360810972020,1,1,1,1,1,1,1,1
G36008100972021,360810972021,G36008100972021,360810972021,1,1,1,1,1,1,1,1
G36008100972030,360810972030,G36008100964001,360810964001,0.0285295775,0.0285295775,0.0285295775,0.0285295775,0.0285295775,0.0285295775,0.0285295775,0.0285295775
G36008100972030,360810972030,G36008100972070,360810972070,0.9714704225,0.9714704225,0.9714704225,0.9714704225,0.9714704225,0.9714704225,0.9714704225,0.9714704225
G36008100972031,360810972031,G36008100972062,360810972062,0.8847991932,1,1,1,1,1,1,1
G36008100972031,360810972031,G36008100972071,360810972071,0.1152008068,0,0,0,0,0,0,0
G36008100972032,360810972032,G36008100972052,360810972052,0.0771701605,1,1,1,1,1,1,1
G36008100972032,360810972032,G36008100972071,360810972071,0.9228298395,0,0,0,0,0,0,0
G36008100972033,360810972033,G36008100972061,360810972061,1,1,1,1,1,1,1,1
G36008100972034,360810972034,G36008100972051,360810972051,0.9022986613,1,1,1,1,1,1,1
G36008100972034,360810972034,G36008100972071,360810972071,0.0977013387,0,0,0,0,0,0,0
G36008100972041,360810972041,G36008100972042,360810972042,1,1,1,1,1,1,1,1
G36008100972042,360810972042,G36008100972041,360810972041,1,1,1,1,1,1,1,1
G36008100972043,360810972043,G36008100972043,360810972043,1,1,1,1,1,1,1,1
G36008100973000,360810973000,G36008100973000,360810973000,1,1,1,1,1,1,1,1
G36008100973001,360810973001,G36008100973001,360810973001,1,1,1,1,1,1,1,1
G36008100973002,360810973002,G36008100973002,360810973002,1,1,1,1,1,1,1,1
G36008100973003,360810973003,G36008100973003,360810973003,1,1,1,1,1,1,1,1
G36008100981000,360810981000,G36008100981000,360810981000,1,1,1,1,1,1,1,1
G36008100981001,360810981001,G36008100981001,360810981001,1,1,1,1,1,1,1,1
G36008100981002,360810981002,G36008100981002,360810981002,1,1,1,1,1,1,1,1
G36008100987000,360810987000,G36008100987000,360810987000,1,1,1,1,1,1,1,1
G36008100987001,360810987001,G36008100987001,360810987001,1,1,1,1,1,1,1,1
G36008100987002,360810987002,G36008100987002,360810987002,1,1,1,1,1,1,1,1
G36008100991000,360810991000,G36008100991000,360810991000,1,1,1,1,1,1,1,1
G36008100991001,360810991001,G36008100991001,360810991001,1,1,1,1,1,1,1,1
G36008100991002,360810991002,G36008100991002,360810991002,1,1,1,1,1,1,1,1
G36008100991003,360810991003,G36008100991003,360810991003,1,1,1,1,1,1,1,1
G36008100991004,360810991004,G36008100991004,360810991004,1,1,1,1,1,1,1,1
G36008100991005,360810991005,G36008100991005,360810991005,1,1,1,1,1,1,1,1
G36008100992000,360810992000,G36008100992000,360810992000,1,1,1,1,1,1,1,1
G36008100992001,360810992001,G36008100992001,360810992001,1,1,1,1,1,1,1,1
G36008100992002,360810992002,G36008100992002,360810992002,1,1,1,1,1,1,1,1
G36008100997011,360810997011,G36008100991003,360810991003,0.0055551496,0,0,0,0,0,0,0
G36008100997011,360810997011,G36008100997011,360810997011,0.9944448504,1,1,1,1,1,1,1
G36008100997012,360810997012,G36008100997012,360810997012,1,1,1,1,1,1,1,1
G36008100997013,360810997013,G36008100997013,360810997013,1,1,1,1,1,1,1,1
G36008100997031,360810997031,G36008100997031,360810997031,1,1,1,1,1,1,1,1
G36008100997032,360810997032,G36008100997032,360810997032,1,1,1,1,1,1,1,1
G36008100997033,360810997033,G36008100997033,360810997033,1,1,1,1,1,1,1,1
G36008100997041,360810997041,G36008100997041,360810997041,1,1,1,1,1,1,1,1
G36008100997042,360810997042,G36008100997042,360810997042,1,1,1,1,1,1,1,1
G36008100997043,360810997043,G36008100997043,360810997043,1,1,1,1,1,1,1,1
G36008100997044,360810997044,G36008100997044,360810997044,0.6686297879,0.2049185107,0.2082680343,0.1956694656,0.2195390548,0.2197530755,0.2303112183,0.1960600375
G36008100997044,360810997044,G36008100997045,360810997045,0.3313702121,0.7950814893,0.7917319657,0.8043305344,0.7804609452,0.7802469245,0.7696887817,0.8039399625
G36008100997050,360810997050,G36008100997050,360810997050,1,1,1,1,1,1,1,1
G36008100997051,360810997051,G36008100997051,360810997051,1,1,1,1,1,1,1,1
G36008100998011,360810998011,G36008100998011,360810998011,1,1,1,1,1,1,1,1
G36008100998012,360810998012,G36008100998012,360810998012,1,1,1,1,1,1,1,1
G36008100998013,360810998013,G36008100998013,360810998013,1,1,1,1,1,1,1,1
G36008100998014,360810998014,G36008100998014,360810998014,1,1,1,1,1,1,1,1
G36008100998015,360810998015,G36008100998015,360810998015,1,1,1,1,1,1,1,1
G36008100998020,360810998020,G36008100998020,360810998020,1,1,1,1,1,1,1,1
G36008100998021,360810998021,G36008100998021,360810998021,1,1,1,1,1,1,1,1
G36008100998022,360810998022,G36008100998022,360810998022,1,1,1,1,1,1,1,1
G36008100998023,360810998023,G36008100998023,360810998023,1,1,1,1,1,1,1,1
G36008100999001,360810999001,G36008100999001,360810999001,1,1,1,1,1,1,1,1
G36008101008010,360811008010,G36008101008010,360811008010,1,1,1,1,1,1,1,1
G36008101008011,360811008011,G36008101008011,360811008011,1,1,1,1,1,1,1,1
G36008101008012,360811008012,G36008101008012,360811008012,1,1,1,1,1,1,1,1
G36008101008020,360811008020,G36008101008040,360811008040,1,1,1,1,1,1,1,1
G36008101008021,360811008021,G36008101008031,360811008031,1,1,1,1,1,1,1,1
G36008101008022,360811008022,G36008101008032,360811008032,1,1,1,1,1,1,1,1
G36008101008023,360811008023,G36008101008041,360811008041,1,1,1,1,1,1,1,1
G36008101008024,360811008024,G36008101008042,360811008042,1,1,1,1,1,1,1,1
G36008101010010,360811010010,G36008101010040,360811010040,1,1,1,1,1,1,1,1
G36008101010011,360811010011,G36008101010033,360811010033,0.3705111672,0.3648867314,0.3646677472,0.383248731,0.3778966132,0.4019448947,0.2732240437,0.4285714286
G36008101010011,360811010011,G36008101010041,360811010041,0.6294888328,0.6351132686,0.6353322528,0.616751269,0.6221033868,0.5980551053,0.7267759563,0.5714285714
G36008101010012,360811010012,G36008101010032,360811010032,0.1956460634,0.3303834808,0.3405760485,0.2781818182,0.2332112332,0.2318181818,0.1139896373,0.2699680511
G36008101010012,360811010012,G36008101010042,360811010042,0.8043539366,0.6696165192,0.6594239515,0.7218181818,0.7667887668,0.7681818182,0.8860103627,0.7300319489
G36008101010013,360811010013,G36008101010043,360811010043,0.3528363651,0.5724973281,0.5881252922,0.4820846906,0.5407905803,0.5549318364,0.9871794872,0.5094509451
G36008101010013,360811010013,G36008101010044,360811010044,0.4252855702,0,0,0,0,0,0,0
G36008101010013,360811010013,G36008101010045,360811010045,0.2218780646,0.4275026719,0.4118747078,0.5179153094,0.4592094197,0.4450681636,0.0128205128,0.4905490549
G36008101010014,360811010014,G36008101010031,360811010031,1,1,1,1,1,1,1,1
G36008101010020,360811010020,G36008101010020,360811010020,1,1,1,1,1,1,1,1
G36008101010021,360811010021,G36005904116003,360594116003,0.0006291402,0.0000533935,0.0000541167,0.0000507172,0.0000498001,0.0000485811,0.000053013,0.0000391835
G36008101010021,360811010021,G36008101010021,360811010021,0.9993708598,0.9999466065,0.9999458833,0.9999492828,0.9999501999,0.9999514189,0.999946987,0.9999608165
G36008101010022,360811010022,G36005904116003,360594116003,0.0846148841,0.0017105298,0.0010587467,0.0022682936,0.0008814285,0.0009641547,0.0100573225,0.0003312678
G36008101010022,360811010022,G36008101010022,360811010022,0.9153851159,0.9982894702,0.9989412533,0.9977317064,0.9991185715,0.9990358453,0.9899426775,0.9996687322
G36008101017001,360811017001,G36008101017001,360811017001,1,1,1,1,1,1,1,1
G36008101017002,360811017002,G36008101017002,360811017002,1,1,1,1,1,1,1,1
G36008101017003,360811017003,G36008101017003,360811017003,1,1,1,1,1,1,1,1
G36008101017004,360811017004,G36008101017004,360811017004,1,1,1,1,1,1,1,1
G36008101017005,360811017005,G36008101017005,360811017005,1,1,1,1,1,1,1,1
G36008101017006,360811017006,G36008101017006,360811017006,1,1,1,1,1,1,1,1
G36008101017007,360811017007,G36008101017007,360811017007,1,1,1,1,1,1,1,1
G36008101029001,360811029001,G36008101029001,360811029001,1,1,1,1,1,1,1,1
G36008101029002,360811029002,G36008101029002,360811029002,1,1,1,1,1,1,1,1
G36008101032011,360811032011,G36008101032011,360811032011,1,1,1,1,1,1,1,1
G36008101032012,360811032012,G36008101032012,360811032012,1,1,1,1,1,1,1,1
G36008101032013,360811032013,G36008101032013,360811032013,1,1,1,1,1,1,1,1
G36008101032021,360811032021,G36008101032021,360811032021,1,1,1,1,1,1,1,1
G36008101032022,360811032022,G36005904116003,360594116003,0.0052998763,0.0059199029,0.0052166455,0.0053113711,0.0051702221,0.0049851053,0.0059526924,0.0034321685
G36008101032022,360811032022,G36008101032022,360811032022,0.9947001237,0.9940800971,0.9947833545,0.9946886289,0.9948297779,0.9950148947,0.9940473076,0.9965678315
G36008101032023,360811032023,G36008101032023,360811032023,1,1,1,1,1,1,1,1
G36008101032024,360811032024,G36008101032024,360811032024,1,1,1,1,1,1,1,1
G36008101033001,360811033001,G36008101033001,360811033001,1,1,1,1,1,1,1,1
G36008101033002,360811033002,G36008101033002,360811033002,1,1,1,1,1,1,1,1
G36008101033003,360811033003,G36008101033003,360811033003,1,1,1,1,1,1,1,1
G36008101033004,360811033004,G36008101033004,360811033004,1,1,1,1,1,1,1,1
G36008101039001,360811039001,G36008101039001,360811039001,1,1,1,1,1,1,1,1
G36008101039002,360811039002,G36008101039002,360811039002,1,1,1,1,1,1,1,1
G36008101039003,360811039003,G36008101039003,360811039003,1,1,1,1,1,1,1,1
G36008101039004,360811039004,G36008100945002,360810945002,0.0338244652,0,0,0,0,0,0,0
G36008101039004,360811039004,G36008101039004,360811039004,0.9661755348,1,1,1,1,1,1,1
G36008101047001,360811047001,G36008101047001,360811047001,1,1,1,1,1,1,1,1
G36008101047002,360811047002,G36008101047002,360811047002,1,1,1,1,1,1,1,1
G36008101047003,360811047003,G36008101047003,360811047003,1,1,1,1,1,1,1,1
G36008101047004,360811047004,G36008101047004,360811047004,1,1,1,1,1,1,1,1
G36008101047005,360811047005,G36008101047005,360811047005,1,1,1,1,1,1,1,1
G36008101059001,360811059001,G36008101059001,360811059001,1,1,1,1,1,1,1,1
G36008101059002,360811059002,G36008101059002,360811059002,1,1,1,1,1,1,1,1
G36008101059003,360811059003,G36008101059003,360811059003,1,1,1,1,1,1,1,1
G36008101059004,360811059004,G36008101059004,360811059004,1,1,1,1,1,1,1,1
G36008101072011,360811072011,G36008101072011,360811072011,1,1,1,1,1,1,1,1
G36008101072020,360811072020,G36008100716001,360810716001,1,1,1,1,1,1,1,1
G36008101072020,360811072020,G36008101008010,360811008010,0,0,0,0,0,0,0,0
G36008101072020,360811072020,G36008101072020,360811072020,0,0,0,0,0,0,0,0
G36008101072021,360811072021,G36008101008010,360811008010,0,0,0,0,0,0,0,0
G36008101072021,360811072021,G36008101072020,360811072020,0,0,0,0,0,0,0,0
G36008101072021,360811072021,G36008101072021,360811072021,1,1,1,1,1,1,1,1
G36008101085001,360811085001,G36008101085001,360811085001,1,1,1,1,1,1,1,1
G36008101085002,360811085002,G36008101085002,360811085002,1,1,1,1,1,1,1,1
G36008101085003,360811085003,G36008101085003,360811085003,1,1,1,1,1,1,1,1
G36008101093000,360811093000,G36008101093000,360811093000,1,1,1,1,1,1,1,1
G36008101093001,360811093001,G36008101093001,360811093001,1,1,1,1,1,1,1,1
G36008101093002,360811093002,G36008101093002,360811093002,1,1,1,1,1,1,1,1
G36008101093003,360811093003,G36008101093003,360811093003,1,1,1,1,1,1,1,1
G36008101097001,360811097001,G36008101097001,360811097001,1,1,1,1,1,1,1,1
G36008101097002,360811097002,G36008101097002,360811097002,1,1,1,1,1,1,1,1
G36008101097003,360811097003,G36008101097003,360811097003,1,1,1,1,1,1,1,1
G36008101099001,360811099001,G36008101099001,360811099001,1,1,1,1,1,1,1,1
G36008101099002,360811099002,G36008101099002,360811099002,1,1,1,1,1,1,1,1
G36008101099003,360811099003,G36008101099003,360811099003,1,1,1,1,1,1,1,1
G36008101113000,360811113000,G36008101113000,360811113000,1,1,1,1,1,1,1,1
G36008101113001,360811113001,G36008101113001,360811113001,1,1,1,1,1,1,1,1
G36008101113002,360811113002,G36008101113002,360811113002,1,1,1,1,1,1,1,1
G36008101113003,360811113003,G36008101113003,360811113003,1,1,1,1,1,1,1,1
G36008101123001,360811123001,G36008101123001,360811123001,1,1,1,1,1,1,1,1
G36008101123002,360811123002,G36008101123002,360811123002,1,1,1,1,1,1,1,1
G36008101129001,360811129001,G36008101129001,360811129001,1,1,1,1,1,1,1,1
G36008101129002,360811129002,G36008101129002,360811129002,1,1,1,1,1,1,1,1
G36008101129003,360811129003,G36008101129003,360811129003,1,1,1,1,1,1,1,1
G36008101133001,360811133001,G36008101133001,360811133001,1,1,1,1,1,1,1,1
G36008101133002,360811133002,G36008101133002,360811133002,1,1,1,1,1,1,1,1
G36008101139001,360811139001,G36008101139001,360811139001,1,1,1,1,1,1,1,1
G36008101139002,360811139002,G36008101139002,360811139002,1,1,1,1,1,1,1,1
G36008101139003,360811139003,G36008101139003,360811139003,1,1,1,1,1,1,1,1
G36008101141001,360811141001,G36008101141001,360811141001,1,1,1,1,1,1,1,1
G36008101141002,360811141002,G36008101141002,360811141002,1,1,1,1,1,1,1,1
G36008101147001,360811147001,G36008101147001,360811147001,1,1,1,1,1,1,1,1
G36008101147002,360811147002,G36008101147002,360811147002,1,1,1,1,1,1,1,1
G36008101151001,360811151001,G36008101151001,360811151001,1,1,1,1,1,1,1,1
G36008101155001,360811155001,G36008101155001,360811155001,1,1,1,1,1,1,1,1
G36008101155002,360811155002,G36008101155002,360811155002,1,1,1,1,1,1,1,1
G36008101157001,360811157001,G36008101157001,360811157001,1,1,1,1,1,1,1,1
G36008101157002,360811157002,G36008101157002,360811157002,1,1,1,1,1,1,1,1
G36008101157003,360811157003,G36008101157003,360811157003,1,1,1,1,1,1,1,1
G36008101159001,360811159001,G36008101159001,360811159001,1,1,1,1,1,1,1,1
G36008101159002,360811159002,G36008101159002,360811159002,1,1,1,1,1,1,1,1
G36008101159003,360811159003,G36008101159003,360811159003,1,1,1,1,1,1,1,1
G36008101161001,360811161001,G36008101161001,360811161001,1,1,1,1,1,1,1,1
G36008101161002,360811161002,G36008101161002,360811161002,1,1,1,1,1,1,1,1
G36008101163001,360811163001,G36008101163011,360811163011,1,1,1,1,1,1,1,1
G36008101163002,360811163002,G36008101163021,360811163021,1,1,1,1,1,1,1,1
G36008101163003,360811163003,G36008101163022,360811163022,1,1,1,1,1,1,1,1
G36008101163004,360811163004,G36008101163012,360811163012,1,1,1,1,1,1,1,1
G36008101163005,360811163005,G36008101163013,360811163013,1,1,1,1,1,1,1,1
G36008101167001,360811167001,G36008101167001,360811167001,1,1,1,1,1,1,1,1
G36008101171001,360811171001,G36008101171001,360811171001,1,1,1,1,1,1,1,1
G36008101171002,360811171002,G36008101171002,360811171002,1,1,1,1,1,1,1,1
G36008101171003,360811171003,G36008101171003,360811171003,1,1,1,1,1,1,1,1
G36008101175001,360811175001,G36008101175001,360811175001,1,1,1,1,1,1,1,1
G36008101175002,360811175002,G36008101175002,360811175002,1,1,1,1,1,1,1,1
G36008101175003,360811175003,G36008101175003,360811175003,1,1,1,1,1,1,1,1
G36008101175004,360811175004,G36008101175004,360811175004,0.58923794,0.4871194379,0.488657845,0.5046153846,0.4644444444,0.4574468085,0.6113074205,0.2155688623
G36008101175004,360811175004,G36008101175005,360811175005,0.41076206,0.5128805621,0.511342155,0.4953846154,0.5355555556,0.5425531915,0.3886925795,0.7844311377
G36008101181001,360811181001,G36008101181001,360811181001,1,1,1,1,1,1,1,1
G36008101181002,360811181002,G36008101181002,360811181002,1,1,1,1,1,1,1,1
G36008101185001,360811185001,G36008101185001,360811185001,1,1,1,1,1,1,1,1
G36008101185002,360811185002,G36008101185002,360811185002,1,1,1,1,1,1,1,1
G36008101187001,360811187001,G36008101187001,360811187001,1,1,1,1,1,1,1,1
G36008101187002,360811187002,G36008101187002,360811187002,1,1,1,1,1,1,1,1
G36008101189001,360811189001,G36008101189001,360811189001,1,1,1,1,1,1,1,1
G36008101189002,360811189002,G36008101189002,360811189002,1,1,1,1,1,1,1,1
G36008101191001,360811191001,G36008101191001,360811191001,1,1,1,1,1,1,1,1
G36008101191002,360811191002,G36008101191002,360811191002,1,1,1,1,1,1,1,1
G36008101193001,360811193001,G36008101193001,360811193001,1,1,1,1,1,1,1,1
G36008101193002,360811193002,G36008101193002,360811193002,1,1,1,1,1,1,1,1
